"clno","sizw","ids","dist_name","ratio"
"500",715,2,"1101","Unknown",0.25
"501",717,3,"1102","Unknown",0.333333333333333
"502",718,35,"1101 1103 1102","Unknown",0.757142857142857
"503",719,4,"1101","Unknown",0.375
"504",720,1,"1101","Unknown",0
"505",721,1,"1101","Unknown",0
"506",722,1,"1103","Unknown",0
"507",725,1,"1103","Unknown",0
"508",727,172,"1101 1102 1103","Unknown",0.811046511627907
"509",728,415,"1103 1102 1101","Unknown",0.856626506024096
"510",729,4,"1101 1103","Unknown",0.375
"511",730,130,"1101 1102 1103","Unknown",0.742307692307692
"512",731,1,"1101","Unknown",0
"513",732,45,"1101 1102","Unknown",0.722222222222222
"514",735,1,"1102","Unknown",0
"515",737,58,"1103 1102 1101","Unknown",0.758620689655172
"516",738,15,"1101","Unknown",0.7
"517",739,581,"1103 1102 1101","Unknown",0.86144578313253
"518",740,24,"1103 1102 1101","Unknown",0.625
"519",741,1,"1101","Unknown",0
"520",742,1,"1101","Unknown",0
"521",745,208,"1102 1101 1103","Unknown",0.836538461538462
"522",747,51,"1101 1102 1103","Unknown",0.764705882352941
"523",748,1,"1101","Unknown",0
"524",749,590,"1103 1102 1101","Unknown",0.891525423728814
"525",750,1,"1101","Unknown",0
"526",751,54,"1102 1101","Unknown",0.768518518518518
"527",752,5,"1102 1101","Unknown",0.4
"528",755,404,"1102 1101 1103","Unknown",0.930693069306931
"529",757,141,"1102 1101 1103","Unknown",0.812056737588652
"530",758,1,"1101","Unknown",0
"531",759,4,"1101","Unknown",0.375
"532",760,1,"1101","Unknown",0
"533",761,1,"1101","Unknown",0
"534",762,1,"1102","Unknown",0
"535",765,1,"1101","Unknown",0
"536",767,2,"1101","Unknown",0.25
"537",768,1,"1101","Unknown",0
"538",769,93,"1102 1101 1103","Unknown",0.795698924731183
"539",770,122,"1101 1102 1103","Unknown",0.721311475409836
"540",771,1,"1101","Unknown",0
"541",772,535,"1101 1102 1103","Unknown",0.902803738317757
"542",775,126,"1102 1101 1103","Unknown",0.793650793650794
"543",777,131,"1101 1102","Unknown",0.801526717557252
"544",778,1,"1101","Unknown",0
"545",779,72,"1101 1102 1103","Unknown",0.784722222222222
"546",780,1,"1101","Unknown",0
"547",781,39,"1101 1103 1102","Unknown",0.641025641025641
"548",782,51,"1101 1102","Unknown",0.745098039215686
"549",785,1,"1101","Unknown",0
"550",787,75,"1102 1101 1103","Unknown",0.826666666666667
"551",788,88,"1101 1102 1103","Unknown",0.755681818181818
"552",789,2,"1102 1101","Unknown",0.25
"553",790,34,"1101 1102 1103","Unknown",0.735294117647059
"554",791,1,"1101","Unknown",0
"555",792,96,"1102 1103 1101","Unknown",0.760416666666667
"556",795,2,"1102 1101","Unknown",0.25
"557",797,107,"1101 1102 1103","Unknown",0.808411214953271
"558",798,4,"1103 1102","Unknown",0.375
"559",799,4,"1101 1102","Unknown",0.375
"560",800,107,"1101 1102 1103","Unknown",0.836448598130841
"561",801,90,"1101 1102 1103","Unknown",0.816666666666667
"562",802,1,"1102","Unknown",0
"563",805,1,"1101","Unknown",0
"564",807,2,"1101","Unknown",0.25
"565",808,86,"1101 1102 1103","Unknown",0.755813953488372
"566",809,1,"1101","Unknown",0
"567",810,184,"1101 1102 1103","Unknown",0.864130434782609
"568",811,119,"1101 1102","Unknown",0.857142857142857
